symbol,security,gics_sector,marketcap,Consecutive_Revenue_Growth_Years,Consecutive_EPS_Growth_Years,Consecutive_Profitable_Years,Consecutive_Positive_FCF_Years,Consecutive_ROE_Above_15pct_Years,CPI,Core_CPI,Unemployment_Rate,NFP,Real_GDP,Consumer_Sentiment,Growth_Score,Inflation_Score,Labor_Heat_Score,Macro_Regime_Score,Investment_Signal,Market_Regime,latest_price,total_return_10y,cagr_10y,volatility,momentum_12m,symbol_1,ai_fin_score,ai_price_score,ai_envi_score,ai_comment,final_score
AIZ,Assurant,Financials,11319332482.0,6,4,9,6,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,223.7949981689453,1.6966502461695594,0.10430327645190363,0.2723314663373835,-0.014553094873382966,AIZ,7.0,2.0,6.0,"Assurant (AIZ) exhibits strong financial health with a consistent history of growth and profitability, but faces significant headwinds from a rapidly inflationary environment and a concerning macroeconomic outlook. The negative momentum in price suggests potential vulnerability, requiring careful monitoring of the company's resilience against these challenges.",2.55
T,AT&T,Communication Services,181631696062.0,0,3,9,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,25.604999542236328,0.024199981689453143,0.002394369531672602,0.23533205572286417,0.10556993570522066,T,6.0,2.0,6.0,"AT&T, a communication services giant, exhibits concerning financial stability and growth, significantly hampered by a volatile macroeconomic environment and a bearish market sentiment.  Despite strong historical performance, the current conditions suggest a high risk of further decline, necessitating a cautious investment approach.",2.3
ATO,Atmos Energy,Utilities,28225188732.0,0,0,10,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,170.25,1.7845927657765874,0.1078533067849683,0.21330835834607123,0.125099073219193,ATO,4.0,1.0,8.0,"Ato Energy faces significant headwinds due to a hyperinflationary environment and a weak macroeconomic outlook. The company's financial performance is severely impacted by the extreme inflation, leading to a concerning lack of growth and profitability.  The bearish market conditions further amplify the risk, necessitating a cautious investment approach.",1.775
ADSK,Autodesk,Information Technology,61738050000.0,7,5,6,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,309.760009765625,3.8091909975755556,0.17008265326657646,0.36335805768600415,0.061185393088683204,ADSK,7.0,2.0,6.0,"Autodesk demonstrates exceptionally strong financial performance, exhibiting consistent growth and profitability across multiple years, despite a challenging macroeconomic environment characterized by high inflation and a significant labor market downturn.  The company's robust ROE and cash flow generation are particularly noteworthy, but the bearish macro environment warrants caution due to the significant volatility and potential for a bear market.",2.55
ADP,Automatic Data Processing,Industrials,101152630874.0,7,7,10,0,3,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,256.8146057128906,2.0121346384972654,0.11659066925847283,0.24034969250691843,-0.1632795365679004,ADP,7.0,3.0,6.0,"ADP demonstrates exceptionally strong financial health and consistent growth, bolstered by a favorable macroeconomic environment. However, the bearish market regime and significant volatility warrant caution regarding the stock's future performance.",2.7249999999999996
AZO,AutoZone,Consumer Discretionary,64061034198.0,5,5,10,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,3842.72998046875,4.073781646015916,0.17636700304659736,0.2594702906446907,0.2123935754430062,AZO,7.0,3.0,6.0,"AZO demonstrates exceptionally strong financial health, exhibiting consistent growth and profitability over a long period, despite a challenging macroeconomic environment.  However, the volatile market and bearish regime suggest potential risks.  The high growth rate is currently being challenged by inflationary pressures and a concerning labor market.",2.7249999999999996
AVB,AvalonBay Communities,Real Estate,25545144027.0,8,4,10,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,179.7899932861328,0.020316590635393705,0.0020135961478691122,0.24631952664040319,-0.23607398077969655,AVB,7.0,2.0,6.0,"AvalonBay Communities demonstrates exceptionally strong financial health with a consistent history of growth and profitability, bolstered by a favorable macroeconomic environment. However, the current market conditions and volatility suggest caution, highlighting potential risks. The negative momentum in the price suggests a possible shift in investor sentiment.",2.55
AVY,Avery Dennison,Materials,12953935080.0,0,0,9,6,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,172.2100067138672,1.6907813549041748,0.1040626712782684,0.2702427682888853,-0.16382612641093786,AVY,4.0,1.0,8.0,"Avery Dennison exhibits concerning financial stability with a long history of consistent profitability and strong cash flow, but faces significant headwinds from a rapidly rising inflation environment and a weakening consumer confidence. The bearish market regime and SELL signal suggest a high risk of further decline, necessitating careful consideration of the investment.",1.775
AXON,Axon Enterprise,Industrials,41396430464.0,4,0,0,2,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,538.4099731445312,29.179930971941662,0.40602189345093365,0.48120744917780583,-0.16778478598591495,AXON,4.0,1.0,4.0,"The AXON stock presents a concerning picture given the extreme macroeconomic environment.  The company's financial health is severely compromised with a history of negative earnings and a lack of growth, while the market is experiencing significant inflationary pressures.  The volatility and negative momentum suggest a risky investment, warranting careful consideration of potential downside.",1.475
BKR,Baker Hughes,Energy,48707158816.0,5,0,5,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,48.81800079345703,-0.07225386194608863,-0.007472680614710625,0.41241734075985836,0.1107622285782186,BKR,4.0,1.0,4.0,"BKR, a significant energy services company, exhibits concerning financial performance with a prolonged period of profitability, but significantly hampered by a deteriorating macroeconomic environment and a volatile market.  The company's growth is severely limited, and its price is currently trading at a low point, suggesting heightened risk.",1.475
BALL,Ball Corporation,Materials,13085815562.0,1,1,3,2,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,48.34000015258789,0.42385858810810007,0.03597383552777478,0.28068141639414645,-0.2223294679657175,BALL,7.0,3.0,6.0,"BALL Corporation demonstrates exceptionally strong financial performance, exhibiting robust growth and consistent profitability over a prolonged period. However, the current macroeconomic environment – characterized by significant inflation and a potential recession – warrants caution, impacting investor sentiment and potentially slowing growth. The volatile market and negative momentum suggest increased risk.",2.7249999999999996
BAC,Bank of America,Financials,379218593912.0,5,6,10,3,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,53.279998779296875,2.0797688513857824,0.1190732138537236,0.3130309432438734,0.12144813011177291,BAC,7.0,3.0,6.0,"Bank of America มีคุณภาพทางการเงินที่ดีอย่างมาก, มีการเติบโตที่แข็งแกร่งและผลตอบแทนที่สูงมาก, แต่สภาพเศรษฐกิจมหภาคที่ผันผวนและสูงขึ้นทำให้เกิดความกังวลด้านความเสี่ยงที่ต้องระวังเป็นพิเศษ และราคาหุ้นปัจจุบันอยู่ในระดับที่น่าสนใจเมื่อเทียบกับความเสี่ยงที่ยอมรับได้",2.7249999999999996
BAX,Baxter International,Health Care,9345534535.0,6,0,0,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,18.725000381469727,-0.49213450165639805,-0.06551821092103904,0.27954653056734563,-0.44452682023077394,BAX,4.0,1.0,4.0,"Baxter International (BAX) exhibits concerning financial health with a significant decline in profitability and growth, exacerbated by a rapidly rising inflation environment. The bearish macro outlook and negative momentum suggest a high risk of further losses.  The company's valuation is also significantly impacted by the negative performance and volatility.",1.475
BDX,Becton Dickinson,Health Care,54734381480.0,6,3,9,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,189.9499969482422,0.29859759263329555,0.026476504233753362,0.2322466362598598,-0.14398376668341306,BDX,7.0,2.0,6.0,"Becton Dickinson (BD) demonstrates exceptionally strong financial health and consistent growth, bolstered by a robust free cash flow and a high ROE. However, the current macroeconomic environment – characterized by significant inflation and a potential bear market – presents heightened risk, warranting a cautious investment approach.  The company's valuation is currently low, suggesting a potential for significant downside.",2.55
BBY,Best Buy,Consumer Discretionary,15887857659.0,7,0,10,6,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,74.54499816894531,1.3816293925234615,0.09066801701767435,0.38175687047452306,-0.1717222425672743,BBY,6.0,1.0,6.0,"Best Buy exhibits exceptionally strong financial health, demonstrating consistent profitability and robust cash flow generation over a long period. However, the current macroeconomic environment – characterized by hyperinflation and a significant labor market downturn – presents considerable risk, leading to a SELL recommendation due to potential instability.  The company's performance is negatively impacted by the bear market and a concerning volatility trend.",2.125
TECH,Bio-Techne,Health Care,9892548386.0,0,0,9,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,63.209999084472656,1.7590571586849135,0.10683301330859618,0.3256717039395796,-0.1612261335917501,TECH,4.0,1.0,4.0,"The Bio-Techne stock presents a concerning profile given the current macroeconomic environment and significant financial distress.  The company's consistently high earnings, strong cash flow, and ROE are undermined by a rapidly accelerating inflation rate, a weak labor market, and a bearish market outlook.  The negative momentum in the 12-month timeframe suggests a potential for further decline, warranting careful risk assessment and a SELL recommendation.",1.475
BIIB,Biogen,Health Care,25939895735.0,0,0,9,6,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,177.1699981689453,-0.35677462751027134,-0.04317240264320754,0.41433517292947125,0.10296951244071462,BIIB,4.0,1.0,4.0,"Biogen exhibits concerning financial health with a prolonged period of profitability and strong cash flow, but significantly hampered by a rapidly increasing inflation environment and a bearish macroeconomic outlook. The negative growth and volatility suggest a challenging future, warranting careful risk management.",1.475
